kode,nama,kab,alamat,TELEPON,pemilik,kelas
7471011,RS Bahteramas Provinsi Sultra,Kota Kendari,Jl. Kapten Piere Tendean No 50 Kec Baruga ,0401-3195611,Pemprop,B
7471009,RS Umum Tiara Sentosa,Kota Kendari,"Jl. R. Suprapto No. 23 Mandonga, Kel. Mandonga , Kec. Mandonga, Kota Kendari Provinsi Sulawesi Tenggara",04013418500,Perusahaan,D
7404045,RS Umum Harifa,Kolaka,"Jl. Alam Mekongga No.12 Kel. Laloeha, Kolaka 93511",0821342744762,Perusahaan,D
7472002,RS Siloam Hospital Buton,Kota Bau-Bau,Jl. Sultan Hasanuddin No. 58 Kelurahan Batulo Kecamatan Wolio,0402-282 5555,Perusahaan,C
7404023,RS Antam Nikel Pomalaa,Kolaka,Jl. R.Suprapto Pomalaa Kab.Kolaka,0405-2310400,BUMN,D
7411908,RS Umum Daerah Kabupaten Kolaka Timur,Kolaka Timur,"Jl. Drs. H. Abd. Silondae No. 35 Kelurahan Welala, Kecamatan Ladongi, Kabupaten Kolaka Timur, Sulawesi Tenggara, 93573",082310896867,Pemkab,D
7471004,RS Umum Dewi Sartika,Kota Kendari,Jl. Kapten Piere Tendean No. 118 Kelurahan Watubangga Kecamatan Baruga Kota Kendari Provinsi Sulawesi Tenggara,0401-3194493,SWASTA/LAINNYA,D
7403033,RS Tk. IV Dr. R. Ismoyo Kendari,Kota Kendari,"Jl. Laute No 1 Kel. Mandonga Kec. Mandonga Kota Kendari Provinsi Sulawesi Tenggara
Kode Pos : 93111",0401 - 3122029,TNI AD,C
7471137,RS Umum Daerah Antero Hamra,Kota Kendari,"Jl. Chairil Anwar No. 23 Kel. Puuwatu Kec. Puuwatu
",081241567181,Pemkab,D
7471066,RS Jiwa Kendari,Kota Kendari, Jl. DR.Sutomo No.29,0401-3122470,Pemprop,B
7407012,RS Umum Daerah Kabupaten Wakatobi,Wakatobi,"Jl. Utudae Samad Kel. Mandati III, Kec. Wangi - Wangi Selatan Kab.Wakatobi, Provinsi Sulawesi Tenggara ",0404-2222011,Pemkab,C
7472016,RS Umum Daerah Kota Bau Bau,Kota Bau-Bau,"Jl. Drs. H. La Ode Manarfa, Kelurahan Baadia, Kecamatan Murhum, Kota Baubau, Propinsi Sulawesi Tenggara",0402-2825357,Pemkot,C
7472004,RS Faga Husada,Kota Bau-Bau,"Jl. Betoambari No. 182 Kel. Katobengke Kec. Betoambari, Provinsi Sulawesi Tenggara",,SWASTA/LAINNYA,D
7471092,RS Umum Daerah Kota Kendari,Kota Kendari, Jl. Z.A. Sugianto No. 39 Kendari,811400300,Pemkot,B
7404046,RS Ibu dan Anak Budi Medika,Kolaka,"Jl. Pramuka No. 113, Kel. Lamokato, Kec. Kolaka",082116665100,SWASTA/LAINNYA,C
7402010,"RS Umum Daerah dr. L.M Baharuddin, M. Kes Kab. Muna",Muna,Jalan Jendral Achmad Yani Nomor 10 Raha Kelurahan Butung-butung Kecamatan Katobu Kabupaten Muna,0403-21220,Pemkab,C
7402011,RS Umum Daerah Kabupaten Muna Barat,Muna Barat,"  Bumi Praja Laworo, Desa Lombu Jaya, Kec. Sawerigadi, Kab. Muna Barat, Prov. Sulawesi Tenggara",0852-5523-9083,Pemkab,D
7502047,RS Bhayangkara Gorontalo,Gorontalo,"Jl. Runi S. Kabli No.10 Kel.Hutuo Kec.Limboto Kab.Gorontalo, Provinsi Gorontalo",081242660102,POLRI,C
7571021,RS Bunda,Kota Gorontalo,"Jl. H.B. Jassin No. 269, Kel. Wumialo, Kec. Kota Tengah, Provinsi Gorontalo. ",(0435) 829255,Perusahaan,D
7571023,RS Multazam,Kota Gorontalo,"Jl. Gelatik No. 158 Kel. Heledulaa Utara, Kec. Kota Timur, Kota Gorontalo, Provinsi Gorontalo",(0435) 8522498,SWASTA/LAINNYA,C
7504032,RS Umum Daerah Toto Kabila,Bone Bolango,"Jl. Kesehatan No.25,  Desa Permata, Kec. Tilongkabila,  Kab. Bone Bolango Provinsi Gorontalo 96554",081245610100,Pemkab,C
7502034,RS Umum Daerah dr. Hasri Ainun Habibie,Gorontalo,"Jl. Ahmad A. Wahab, Kel. Dutulanaa, Kec. Limboto",0435-880008,Pemprop,C
7505002,RS Umum Daerah dr. Zainal Umar Sidiki,Gorontalo Utara," Jl. Cimelati Desa Bulalo Kecamatan Kwandang, Kabupaten Gorontalo Utara, Provinsi Gorontalo",+6287769354857,Pemkab,C
7571024,RS Umum Bioklinik,Kota Gorontalo,Jl. Pangeran Diponegoro Kel. Limba B Kec. Kota Selatan,823523,Perusahaan,D
7502021,RS Islam,Kota Gorontalo," Jl. Prof. HB. Jassin No.457, Gorontalo",0435-8527839,Organisasi Sosial,D
7503045,RS Umum Daerah Bumi Panua,Pohuwato,"Jl. dr. Herizal Umar Desa Botubilotahu Kecamatan Marisa, Kabupaten Pohuwato, Provinsi Gorontalo",0443-210880,Pemkab,C
7571022,RS Ibu dan Anak Siti Khadidjah,Kota Gorontalo,"Jl. Nani Wartabone No. 101, Kel. Heledulaa Selatan, Kec. Kota Timur, Kota Gorontalo, Provinsi Gorontalo",0435-821253,Organisasi Islam ,C
7503056,RS Pratama Kab. Pohuwatu,Pohuwato,Desa Lomuli Kecamatan Lemito,085240146401_,Pemkab,D PRATAMA
7501044,RS Umum Daerah DR. Ir. Iwan Bokings Kab. Boalemo,Boalemo,"Jl. Trans Sulawesi, Desa Tangkobu, Kecamatan Paguyaman, Kabupaten Boalemo, Provinsi Gorontalo",+62 822-9030-18,Pemkab,D
7505013,RS Umum Daerah Tolinggula Melayani,Gorontalo Utara,Jl. Trans Sulawesi Desa Tolinggula Pantai,082245287376_,Pemkab,D PRATAMA
7502049,Rumkit Tk.IV dr. Eddy Kounang Gorontalo,Gorontalo,Desa Tabongo Barat,081244177449_,TNI AD,D
7502035,RS Umum Daerah Boliyohuto,Gorontalo,"Jl. Trans Sulawesi Kel/Desa Parungi Kec. Boliyohuto,Kabupaten Gorontalo.Provinsi Gorontalo",085343775495,Pemkab,D
7502032,RS Umum Daerah Otanaha ,Kota Gorontalo,  Jl. Rambutan No. 413 Kel. Buladu Kec. Kota Barat Kota Gorontalo Provinsi Gorontalo,-,Pemkot,C
7502033,RS Umum Daerah dr. M. Mohammad Dunda,Gorontalo,Jl. Achmad A. Wahab (eks Ahmad Yani No. 53) Limboto Gorontalo,881180,Pemkab,B
7501043,RS Umum Daerah Tani dan Nelayan,Boalemo,"Jln. Prof. Dr.Hi.Aloei Saboe, Desa Lamu, Kec.Tilamuta, Kab.Boalemo Provinsi Gorontalo",0443 211076,Pemkab,C
7504012,RS Umum Daerah Tombulilato,Bone Bolango,Jln.Trans Sulawesi Pantai selatan Km. 70 Desa Inomata Kec.Bone Raya Kab.Bone Bolango.Gorontalo,+628114309488,Pemkab,D
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,Kota Gorontalo,"Jl. Prof. Dr. H. Aloei Saboe, Kel. Wongkaditi, Kec. Kota Utara, Kota Gorontalo Provinsi Gorontalo",085343781981,Pemkot,B
7605013,RS Umum Daerah Pasangkayu,Pasangkayu,Jl. Bukit Husada - No. 10 Ako Pasangakayu,0853 4358 5824,Pemkab,C
7601022,RS Pratama Salutambung,Majene,Jl. Poros Majene-Mamuju KM 78 Desa Salutambung,085299117615_,Pemkab,D PRATAMA
7602044,RS Umum Daerah Hajjah Andi Depu,Polewali Mandar,   Jl. Dr Ratulangi No. 50 Polewali,0428-21451,Pemkab,B
7602048,RS Umum Daerah Wonomulyo,Polewali Mandar,"Jl. Jenderal Sudirman No. 62, Kelurahan Sidodadi, Kecamatan Wonomulyo, Kabupaten Polewali Mandar , Provinsi Sulawesi Barat (91352)",082293482347,Pemkab,D
7604023,RS Umum Daerah Provinsi Sulawesi Barat,Mamuju,"Jl. RE Martadinata, Kelurahan Simboro, Kecamatan Simboro Dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat ",0426-2703260/04,Pemprop,C
7604024,RS Umum Mitra Manakarra,Mamuju,"Jl. Pongtiku No. 2 , Kelurahan Rimuku, Kecamatan Mamuju, Kabupaten Mamuju, Provinsi Sulawesi Barat",0426-2324515,SWASTA/LAINNYA,C
7604039,RS Tk. III Punggawa Malolo,Mamuju,"Jl. Ahmad Yani, Kel. Binanga, Kec. Mamuju",085255489399_,Kementerian Lain,D
7602046,RS Bhakti Kasih,Polewali Mandar,"Jl. Kartini No. 72 Kel. Takatidung, Kec. Polewali, Kab. Polewali Mandar",08114200017,Perusahaan,D
7603022,RS Banua Mamase,Mamasa,"Jl. Kampung Baru, Desa Buntubuda, Kecamatan Mamasa, Kabupaten Mamasa, Propinsi Sulawesi Barat",081334433371,Organisasi Sosial,D PRATAMA
7601011,RS Umum Daerah Kabupaten Majene,Majene,"Jl. Poros Majene-Mamuju, Kelurahan Baru, Kecamatan Banggae, Kabupaten Majene, Provinsi Sulawesi Barat",0422-21009,Pemkab,C
7604028,RS Ibu dan Anak Mutiara Ibu,Mamuju,"Jl. Pababari No. 44 Mamuju, Kelurahan Rimuku, Kecamatan Mamuju, Kabupaten Mamuju, Provinsi Sulawesi Barat",0811444922,SWASTA/LAINNYA,C
7604012,RS Umum Daerah Kabupaten Mamuju,Mamuju,"  Jl. Kurungan Bassi No 1 Kabupaten Mamuju, Sulawesi Barat",(0426) 21107,Pemkab,C
7602045,RS Ibu dan Anak Mifta,Polewali Mandar,"Jl. Jend. Ahmad Yani No. 100  Desa/Kelurahan Polewali, Kec.Polewali, Kabupaten Polewali Mandar, Provinsi Sulawesi Barat",0428-22345,Perorangan,C
7603024,RS Umum Daerah Kondosapata Kab. Mamasa,Mamasa,"Jl. Poros Mamasa-Polewali Desa  Balla Kecamatan Balla,Kabupaten Mamasa, Provinsi Sulawesi Barat",082271411985,Pemkab,D
7604026,RS Umum Daerah Kabupaten Mamuju Tengah,Mamuju Tengah, Jl.Tammauni Pue Bullung No. Tobadak Kab. Mamuju Tengah Prov.Sulawesi Barat,+6281238699933,Pemkab,D
7604027,RS Bhayangkara Tk. IV Polda Sulbar,Mamuju,"Jl. Arteri, Kel. Simboro, Kec. Simboro, Kab. Mamuju",85339252401,POLRI,C
8103042,RS Umum Masohi,Maluku Tengah,Jl. dr. G. A. Siwabessy Masohi  Kelurahan Namaelo Kecamatan Kota Masohi Kabupaten Maluku Tengah Provinsi Maluku ,(0914)22568,Pemkab,C
8172002,RS Umum Daerah Maren H. Noho Renuat Kota Tual,Kota Tual," Jl.  Raya BTN Ngadi Tamedan, Desa Fiditan, Kec. Pulau Dullah Utara - Kota Tual",-,Pemkot,D
8171085,RS Sumber Hidup GPM,Kota Ambon,"Jl. Anthonie Rhebok No. 11, Kelurahan : Honipopu, Kecamatan : Sirimau, Kota Ambon, Propinsi Maluku, Kode Pos : 97126",0911352373,Organisasi Protestan,C
8109002,RS Pratama Raja Latubau Soel Negeri Fogi,Buru Selatan,"Jl. Ibrahim Soel Desa Fogi, RT 000/ RW 000, Kelurahan/ Desa : Fogi, Kecamatan : Kepala Madan, Kabupaten : Buru Selatan, Provinsi : Maluku",082211375825,Pemkab,D PRATAMA
8105019,RS Umum Daerah Cendrawasih Dobo,Kepulauan Aru,"Jl. Cendrawasih Km.6 RT 001 RW 006 Kelurahan Siwalima, Kecamatan Pulau Pulau, Kabupaten Kepulauan Aru, Provinsi Maluku",0917 2322377,Pemkab,D
8109018,RS Umum Daerah dr. Salim Alkatiri,Buru Selatan,Jl. dr. J. Leimena No.01 - Namrole,0913-2324345,Pemkab,D
8101015,RS Umum Karel Sadsuitubun,Maluku Tenggara,    Jl. Merdeka Raya No. 3 Ohoijang Langgur,091621612/21613,Pemkab,C
8171110,RS Al Fatah,Kota Ambon,Jl. Sultan Babullah 2 Ambon,(0911) 343848,Organisasi Islam ,C
8171015,RS Umum Dr. M. Haulussy Ambon,Kota Ambon,"Jl. dr. Kayadoe, Kelurahan Benteng, Kecamatan Nusaniwe. Ambon 97117.",0911 - 344871,Pemprop,B
8106011,RS Pratama Wasala,Seram Bagian Barat,"Jln. Trans Seram, Desa Waesala, Kecamatan Huamual Belakang, Kabupaten Seram Bagian Barat, Provinsi Maluku
",,Pemkab,D PRATAMA
8101041,RS Fatima Saumlaki,Kepulauan Tanimbar,Jl.  Suster Makaria Olilit Kecamatan Tanimbar Selatan,081251160662,Organisasi Katholik,D
8108002,RS Umum Daerah Tiakur,Maluku Barat Daya,"Depan kantor BKPSDM Kab.MBD , Kelurahan Tiakur  , Kec.Moa , Kab.Maluku  Barat Daya",082124371703,Pemkab,D
8171124,RS Siloam Ambon,Kota Ambon,Jl. Sultan Hasanuddin RT. 005 RW. 005 Kel. Hative kecil Kec. Sirimau,09113811900,SWASTA/LAINNYA,C
8171030,RS TNI AL dr. FX. Soehardjo,Kota Ambon,Komplek Lantamal IX Halong Ambon,0911 352547,TNI AL,D
8101064,RS Umum Daerah dr. D. Anatototi,Kepulauan Tanimbar,"Jl. dr. S. Tamher, Desa Ritabel, Larat, Kecamatan Tanimbar Utara, Kabupaten Kepulauan Tanimbar, Provinsi Maluku. Kode Pos 97463",085353929201,Pemkab,D
8103020,RS Umum Daerah Kab. Buru,Buru,Jl. Butung Leong No. 1 Desa Lala Kab.Buru,081248156868,Pemkab,D
8171123,RS Umum Pusat Dr. Johannes Leimena Ambon,Kota Ambon,"Jl. Mr. CHR Soplanit, Negeri Rumahtiga, Kec. Teluk Ambon, Kota Ambon, Provinsi Maluku",0911 - 3687937,Kemkes ,B
8171074,RS Hative Passo,Kota Ambon,"Jl. Laskdya Leo Wattimena, Kelurahan Passo, Kecamatan Baguala, Kota Ambon, Provinsi Maluku,  97232",0911-362199,Organisasi Sosial,D
8103053,RS Umum Daerah dr. Ishak Umarella,Maluku Tengah,"Jl. Pahlawan No. 36 Tulehu, Desa/Kelurahan Tulehu, Kecamatan Salahutu, Kabupaten Maluku Tengah, Provinsi Maluku.",(0911)3303277,Pemprop,C
8101063,RS Umum Daerah Dr. P. P. Magretti Saumlaki,Kepulauan Tanimbar,"Jl. Mr. Latuharhari - Saumlaki, Kec. Tanimbar Selatan, Kab. Kepulauan Tanimbar, Prov. Maluku",0918-21113,Pemkab,D
8103002,RS Umum Daerah Banda,Maluku Tengah,"JL.KUJALI no.163A Desa Nusantara, Kecamatan Banda, Kabupaten Maluku Tengah, Provinsi Maluku
Kode Pos 97593",0910-21062,Pemkab,D
8171096,RS Umum Bakti Rahayu,Kota Ambon,Jl. Ahmad Yani (Belakang RRI) Ambon,0911 - 342 746,Organisasi Sosial,D
8107024,RS Umum Daerah Goran Riun,Seram Bagian Timur,"Jl. Lingkar Gorom Negeri Kataloka, Kec. Pulau Gorom, Kab. Seram Bagian Timur, Provinsi Maluku",,Pemkab,D
8106010,RS Umum Piru,Seram Bagian Barat,"Jl. Arteri Piru, Desa Piru, Kecamatan Seram Barat, Kabupaten Seram Bagian Barat, Provinsi Maluku",082113228365,Pemkab,C
8107021,RS Umum Daerah Bula,Seram Bagian Timur,"Jl. Wailola No. 11-12 Bula, Kabupaten Seram BagianTimur, Propinsi Maluku",(0915) 21311,Pemkab,C
8171121,RS Bhayangkara Ambon,Kota Ambon,"Jl. Sultan Hasanuddin - Tantui, Ambon",0911-349450,POLRI,C
8101026,RS Hati Kudus Langgur,Maluku Tenggara,Jl. Jenderal Sudirman Langgur,0916 21638,Organisasi Katholik,D
8171026,RS Tk. II Prof. dr. J. A. Latumeten,Kota Ambon,Jl. Dr. Tamaela No. 2 Ambon,0911-353555,TNI AD,C
8103016,RS Umum Saparua,Maluku Tengah," Jl. Rumah Sakit Porto-Haria,Kec. Saparua, Kab. Maluku Tengah, Prov. Maluku",0931-21250,Pemkab,D
8171063,RSKD Provinsi Maluku,Kota Ambon,Jl. Laksdya Leo Wattimena Ambon,361392,Pemprop,B
8204010,RS Umum Daerah  Labuha,Halmahera Selatan,Jl.  Raya Labuha-Babang,(0927) 21118,Pemkab,C
8271070,RS Ibu dan Anak Andina,Kota Ternate,Jl. Sultan Khairun Kel. Soa Sio Kecamatan Ternate Utara Kota Ternate Provinsi Maluku Utara kode pos 97723,082299303063,SWASTA/LAINNYA,C
8272004,RS Jiwa Sofifi,Kota Tidore Kepulauan,"Jl. Lintas Halmahera Desa Garojou, Kec. Oba Utara. Kota Tidore Kepulauan Provinsi Maluku Utara",81342665661,Pemprop,C
8271016,RS Umum Daerah Dr. H. Chasan Boesoirie Ternate,Kota Ternate,Jl. Cempaka Kel. Tanah Tinggi Kota Ternate,0921-3121281,Pemprop,B
8205021,RS Umum Daerah Weda,Halmahera Tengah,"JL. Raya Weda, Desa Wedana kec Weda Kabupaten Halmahera Tengah Provinsi Maluku Utara",081342038039,Pemkab,D
8271031,RS Umum Dharma Ibu Ternate,Kota Ternate,Jl. Arnold Mononutu No. 125,0921-3121951,Organisasi Sosial,D
8204011,RS Pratama Bisui Kab. Halmahera Selatan,Halmahera Selatan,Jl. Desa Bisui Kec. Gane Timur Tengah Kab. Halmahera Selatan,-,Pemkab,D
8201021,RS Umum Daerah Jailolo,Halmahera Barat,"Jl.Ir. Soekarno Ds. Acango-Jailolo,Halmahera Barat",(0922)2224321,Pemkab,C
8205033,RS Bethesda GMIH Tobelo,Halmahera Utara,"JL. Kemakmuran  Tobelo, Keluran Desa Gamsungi, Kecamatan Tobelo, Kabupaten Halmahera Utara, Provinsi Maluku Utara",0924-2623110,Organisasi Protestan,D
8204012,RS Umum Obi,Halmahera Selatan,"Jln. Cabang Kuning, Desa Buton, Kec. Obi, Kab. Halmahera Selatan",082225537863,Pemkab,D
8203020,RS Umum Daerah Sanana,Kepulauan Sula,Jl. Dr. Sibarani - Desa Falahu RW/RT : 001/008- Kecamatan Sanana Kabupaten Kep. Sula. Provinsi Maluku Utara,0929 - 2221833,Pemkab,D
8271069,RS Umum Daerah Kota Ternate,Kota Ternate,"Jl. Saleh Efendi No. 2 Kel. Stadion, Kec. Ternate Tengah",(0921) 3124562,Pemkot,D
8271042,RS Islam PKU Muhammadiyah Maluku Utara,Kota Ternate,"Jl. Pemuda No.131, Kel. Toboleu, Kec. Ternate Utara Kota Ternate Prov. Maluku Utara",0921-3121623,Organisasi Sosial,D
8206012,RS Umum Daerah Maba,Halmahera Timur,"JL. TRANS HALMAHERA, DESA SOAGIMALAHA, KECAMATAN KOTA MABA, KABUPATEN HALMAHERA TIMUR, PROVINSI MALUKU UTARA",082195852138,Pemkab,D
8272003,RS Umum Sofifi,Kota Tidore Kepulauan,"Jl. Raya 40, Kel. Guraping, Kec. Oba Utara, Kota Tidore Kepulauan, Provinsi Maluku Utara",081333336347,Pemprop,D
8271020,RS Tk. IV 16.07.01 TNI AD Ternate,Kota Ternate,"Jl. Ais Nasution No.2, Ternate",0921-3128434,TNI AD,D
8201010,RS Umum Daerah Tobelo,Halmahera Utara,Jl. Landbouw. Desa Gamsungi. Kota Tobelo. Kabupaten Halmahera Utara. Propinsi Maluku Utara,(0924) 2621556,Pemkab,B
8205032,RS Umum Daerah Ir. Soekarno Kab. Pulau Morotai,Pulau Morotai,"Jln. Nakamura Desa Dehegila, Kecamatan Morotai Selatan, Kab. Pulau Morotai, Provinsi Maluku Utara", (0923) 2221012,Pemkab,C
8207011,RS Umum Daerah  Sultan H. Mudaffar Sjah,Pulau Morotai,"Jl. Raya Loleo Jaya, Desa Loleo, Kec. Morotai Jaya",085298117077,Pemkab,D PRATAMA
8202043,RS Umum Daerah Kota Tidore Kepulauan,Kota Tidore Kepulauan,Jl. Sultan mansyur No 11 Indonesiana Tidore Maluku Utara,0921 3161223,Pemkot,C
8271058,RS Bhayangkara Tk. IV Ternate,Kota Ternate,"Jl. Hasan Esa No. 1, Kel. Takoma Kec. Ternate Tengah, Kota Ternate, Prov. Maluku Utara",0821-4487-5550,POLRI,D
8208001,RS Umum Daerah Bobong,Pulau Taliabu,"Jl. Lintas Selatan, Desa Ratahaya, Kecamatan Taliabu Barat , kabupaten Pulau Taliabu, provinsi Maluku utara",085211917591,Pemkab,D PRATAMA
8271057,RS Prima Ternate,Kota Ternate,Jl. Raya Mangga Dua Ling Mangga Dua Tengah RT. 013 RW. 06 Mangga Dua Utara Ternate Selatan,82344559810,Organisasi Sosial,D
9271034,RS Tk. IV dr. Aryoko,Kota Sorong,Jl. Basuki Rahmat KM. 11.5 Klasaman Sorong Papua Barat Daya,0823-9868-8326,TNI AD,D
9107003,RS Maleo,Kota Sorong,Jl. Kesehatan No. 37,951321607,SWASTA/LAINNYA,D
9102033,RS AL dr. Azhar Zahir Manokwari,Manokwari,Jl. Serma Suwandi No. 01 Manokwari,0986-2211492,TNI AL,D
9107002,RS Kasih Herlina,Kota Sorong,Jl. Selat Makassar No. 7 Kel. Remu Selatan,951323026,Perorangan,D
9111001,RS Umum Elia Waran,Manokwari Selatan,Jl. Otawar Distrik Oransbari,081223871198,Pemkab,C
9106013,RS Umum Daerah Scholoo Keyen,Sorong Selatan, Jl. Teminabuan - Ayamaru Kampung Keyen - Teminabuan,8114864626,Pemkab,C
9105017,RS Divari Medical Center,Manokwari,JL. DRS. ESAU SESA RT.001 RW.008 KEL. WOSI KEC. MANOKWARI BARAT,08114822957_,SWASTA/LAINNYA,D
9171021,RS Pertamina Sorong,Kota Sorong,Jl. Ahmad Yani No.13 Sorong,(0951)321362,BUMN,D
9103035,RS Umum Daerah Dr. Alberth H. Torey,Teluk Wondama,Jl. Raya Manggurai - Rasiei,(0986) 2215342,Pemkab,C
9171047,RS Angkatan Laut dr. R. Oetojo,Kota Sorong,Jl. Jend. Ahmad Yani Klademak IIIC,0951-3173103,TNI AL,D
9105006,RS Umum Daerah Provinsi Papua Barat,Manokwari,Jl. Angkasa Mulyono Kompleks Irman Jaya Manokwari Papua Barat 98312,081311065265,Pemprop,C
9102022,RS Tk.IV 18.07.02 J. A. Dimara,Manokwari,"Jl. Brawijaya No.30 Kel. Manokwari Timur, Distrik Manokwari Barat",081354066204,TNI AD,D
9105004,RS Pratama Warmare,Manokwari,Jl. Raya Poros Prafi,085244522321,Pemkab,D
9171010,RS Umum Daerah Kabupaten Sorong,Sorong,Jl. Sorong Klamono KM. 22 Kel. Klafma Distrik Aimas,0951 - 321850,Pemkab,C
9104002,RS Umum Daerah Teluk Bintuni,Teluk Bintuni,"Jl. Raya Sibena Km.7, Kampung Wesiri, Kelurahan Bintuni Barat, Kecamatan Bintuni, Kabupaten Teluk Bintuni, Provinsi Papua Barat",+62 821-9859-28,Pemkab,C
9108002,RS Umum Daerah Raja Ampat,Raja Ampat,"Jl. Jendral Basuki Rahmat, Kelurahan Warmasen, Distrik Waisai Kota, Kabupaten Raja Ampat, Provinsi Papua Barat Daya",(0951) 3173358,Pemkab,D
9102034,RS Umum Daerah Kaimana,Kaimana,"Jl. Perempatan Kaimana-Tanggaromi, Km 01, Distrik Kaimana, Kabupaten Kaimana, Provinsi Papua Barat 98654",081344913278,Pemkab,D
9171032,RS Umum Daerah Sele Be Solu,Kota Sorong,Jl Selebesolu II No. 1 Km 12 Klawalu Kota Sorong,0951-335955,Pemkot,C
9105005,RS Bhayangkara Lodewijk Mandatjan,Manokwari,Jl. Trikora Maripi KM 21,081248074075,POLRI,D
9101010,RS Umum Daerah Fakfak,Fakfak,Jalan Jend. Sudirman – Kel. Wagom Distrik Pariwari Fakfak Papua Barat Kode Pos 98613,0956 - 22373,Pemkab,C
9110011,RS Umum Pratama Type D Kab. Maybrat,Maybrat,Jl. Susumuk-Kumurkek Sonere Aifat Maybrat Papua Barat,085244394272_,Pemkab,D PRATAMA
9109002,RS Umum Kelas D Pratama Kab. Tambrauw,Tambrauw,Jl. Irawiam Distrik Fef Kab. Tambrauw,,Pemkab,D PRATAMA
9171046,RS Mutiara,Kota Sorong,"JL. MALEO NO 2A HBM, Desa/Kelurahan Remu Utara, Kec. Sorong, Kota Sorong, Provinsi Papua Barat,",0951 327433,Perorangan,D
9102011,RS Umum Daerah Manokwari,Manokwari,"Jl. Bhayangkara No. 1 Kelurahan Manokwari Timur, Kecamatan Manokwari Barat, Kabupaten Manokwari, Propinsi Papua Barat. Kode Pos 98312",(0986) 211440,Pemkab,C
9202013,RS Umum Wamena,Jayawijaya,"Jl. Trikora Wamena, No.9",(0969)-31152,Pemkab,C
9232011,RS Umum Daerah Er Dabi,Yalimo,Jl. Trans Wamena Jayapura KM. 123 Heahobak Distrik Abenaho Kab. Yalimo,082136023031,Pemkab,D
9271080,RS Umum Daerah Ramela Muara Tami,Kota Jayapura,"Jl. Protokol Koya Barat, Kel. Koya Barat, Distrik Muara Tami, Kota Jayapura, Provinsi Papua",08231487113,Pemkot,D
9220043,RS Umum Daerah Kwaingga Kabupaten Keerom,Keerom,JLN. BHAYANGKARA ARSO SWAKARSA,08114899118,Pemkab,D
9231002,RS Umum Daerah Lukas Enembe Kab. Memberamo Tengah,Mamberamo Tengah,"Jln. Poros Gimbis Nomor 1, Distrik Kobakma, Kab. Mamberamo Tengah",082171837779,Pemkab,D PRATAMA
9230002,RS Umum Daerah Tiom,Lanny Jaya,Jl. Abua - Tiom Kab. Lanny Jaya,82136023031,Pemkab,D
9201035,RS TNI Angkatan Laut Merauke,Merauke,JL. Trikora No.7 Merauke,081240095144,TNI AL,D
9236003,RS Umum Daerah Pratama Waghete,Deiyai,Jl. Poros Waghete ,081240132709 -,Pemkab,D
9271056,RS Dian Harapan,Kota Jayapura,Jl. Teruna Bakti Waena Jayapura,0967 - 572325,Organisasi Sosial,C
9202024,RS Efata Angguruk,Yahukimo,Distrik Anggruk Kabupaten Yahukimo,,Organisasi Protestan,Belum Ditetapkan
9228002,RS Umum Daerah Kawera,Mamberamo Raya,"  Jln. Demianus Kyeuw-kyeuw, SH; Kasonaweja ( Papua )",-,Pemkab,D PRATAMA
9203015,RS TNI Angkatan Laut dr. Soedibjo Sardadi,Kota Jayapura,Jl. Amphibi No.1 Hamadi Jayapura,0967-5164533,TNI AL,C
9234003,RS Umum Daerah Pratama Dogiyai,Dogiyai,Kampung Ekimani Distrik Kamu Utara Kabupaten Dogiyai,082198510001,Pemkab,D PRATAMA
9271023,RS Umum Abepura,Kota Jayapura,"Jl. Kesehatan No. I Abepura, jayapura",9675187151,Pemprop,C
9212026,RS Waa Banti,Mimika,Jl. Tuarek. Kampung Banti 2,6282242668959,Kementerian Lain,D
9215011,RS Umum Daerah Perpetua J. Safanpo,Asmat,"Jl. Zegward, Bis Agats, Kab. Asmat",(0902) 31012,Pemkab,D
9226002,RS Umum Daerah Rumah Rodo Fabo ,Waropen,"Jl. HKBP Roberth Suweni No.1, Batu Zaman, Ware",085394599504,Pemkab,D PRATAMA
9271078,RS Umum Daerah Yowari Sentani,Jayapura,"    Jl. Raya Sentani - Depapre,Doyo Baru",0967-5192880,Pemkab,C
9227011,RS Umum Daerah Supiori,Supiori,"Jl. Raya Korido Marsram, 
Desa/kelurahan Masram, 
Distrik/Kecamatan Supiori Timur, 
Kabupaten  Supiori, 
Kota Sorendiweri, 98573
Provinsi Papua.",82199313768,Pemkab,D
9204014,RS Umum Daerah Serui,Kepulauan Yapen,"Jl. Pertanian Wainakawini - Distrik Anotaurei,Kelurahan Anotaurei, Serui - Papua",0983-33344,Pemkab,C
9201011,RS Mitra Masyarakat Timika,Mimika,Jl. Charitas No. 1- Papua Tengah,0901-3266294,Organisasi Sosial,C
9101021,RS PT. Freeport Indonesia,Mimika,Jl. Numfor No. 1 Tembagapura,(0901)463172,SWASTA/LAINNYA,D
9218002,RS Umum Daerah Karubaga,Tolikara,"Jl.Igari, Kompleks Perkantoran Pemerintah Daerah Tolikara, Desa Igari Distrik Wenam  Kab.Tolikara Prov. Papua Pegunungan Kode Pos 99562",081244483117,Pemkab,D PRATAMA
